央视频道,#genre#
山东文旅,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000337/index.m3u8
山东农科,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000339/index.m3u8


山东教育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8
山东教育,http://jscbn.tx-cdn.gitv.tv/gitv_escape/G_SDETV/G_SDETV.m3u8

山东农科,http://39.136.48.51:8089/PLTV/88888888/224/3221226018/index.m3u8
山东齐鲁,http://39.136.48.51:8089/PLTV/88888888/224/3221226045/index.m3u8
山东教育,http://39.136.48.51:8089/PLTV/88888888/224/3221226049/index.m3u8
山东体育,http://39.136.48.51:8089/PLTV/88888888/224/3221226075/index.m3u8
山东新闻,http://39.136.48.51:8089/PLTV/88888888/224/3221226077/index.m3u8
山东文旅,http://39.136.48.51:8089/PLTV/88888888/224/3221225802/index.m3u8
山东生活,http://39.136.48.51:8089/PLTV/88888888/224/3221225841/index.m3u8
山东综艺,http://39.136.48.51:8089/PLTV/88888888/224/3221225855/index.m3u8
山东少儿,http://39.136.48.51:8089/PLTV/88888888/224/3221226195/index.m3u8


山东卫视,http://livealone.iqilu.com/iqilu/sdtvhjOF03kn.m3u8

山东文旅,http://livealone.iqilu.com/iqilu/yspdhjOF03kn.m3u8
山东综艺,http://livealone.iqilu.com/iqilu/zypdhjOF03kn.m3u8
山东生活,http://livealone.iqilu.com/iqilu/shpdhjOF03kn.m3u8
山东新闻,http://livealone.iqilu.com/iqilu/ggpdhjOF03kn.m3u8
山东农科,http://livealone.iqilu.com/iqilu/nkpdhjOF03kn.m3u8
山东少儿,http://livealone.iqilu.com/iqilu/sepdhjOF03kn.m3u8




山东体育,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000315/index.m3u8
山东体育,http://livealone.iqilu.com/iqilu/typdhjOF03kn.m3u8

山东齐鲁,http://112.6.117.141:9901/tsfile/live/1058_1.m3u8?key=txiptv&playlive=1&authid=0
山东生活,http://112.6.117.141:9901/tsfile/live/1060_1.m3u8?key=txiptv&playlive=1&authid=0
山东综艺,http://112.6.117.141:9901/tsfile/live/1061_1.m3u8?key=txiptv&playlive=1&authid=0
山东体育,http://112.6.117.141:9901/tsfile/live/1062_1.m3u8?key=txiptv&playlive=1&authid=0
山东农科,http://112.6.117.141:9901/tsfile/live/1064_1.m3u8?key=txiptv&playlive=1&authid=0
山东少儿,http://112.6.117.141:9901/tsfile/live/1065_1.m3u8?key=txiptv&playlive=1&authid=0
山东农科,http://112.6.117.141:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=0&authid=0
山东少儿,http://112.6.117.141:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=0&authid=0
山东齐鲁,http://124.128.73.58:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
山东体育,http://124.128.73.58:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
山东综艺,http://124.128.73.58:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0


东营•东营区综合,https://tv.cry33.com/qilu.php?id=dyqxw
东营•东营区科教,https://tv.cry33.com/qilu.php?id=dyqkj
东营•广饶综合,https://tv.cry33.com/qilu.php?id=dygrxw
东营•广饶科教,https://tv.cry33.com/qilu.php?id=dygrkj

东营•广饶综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001043/index.m3u8
东营•垦利综合,https://tv.cry33.com/qilu.php?id=dyklxw



滨州•滨州综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000220/index.m3u8
滨州•滨州公共,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000221/index.m3u8
滨州•邹平综合,https://tv.cry33.com/qilu.php?id=bzzpxw
滨州•邹平民生,https://tv.cry33.com/qilu.php?id=bzzpms
滨州•无棣综合,https://tv.cry33.com/qilu.php?id=bzwdzh
滨州•无棣综艺,https://tv.cry33.com/qilu.php?id=bzwdzy
滨州•惠民综合,https://tv.cry33.com/qilu.php?id=bzhmzh
滨州•惠民影视,https://tv.cry33.com/qilu.php?id=bzhmys
滨州•阳信综合,https://tv.cry33.com/qilu.php?id=bzyxxw
滨州•惠民综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001009/index.m3u8
滨州•沾化综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001035/index.m3u8
滨州•无棣综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001024/index.m3u8
滨州•阳信综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001036/index.m3u8
滨州•邹平综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001058/index.m3u8




菏泽•菏泽综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000232/index.m3u8
菏泽•菏泽经济,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000234/index.m3u8

菏泽•菏泽综合,http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8?shandd
菏泽•菏泽经济,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8
菏泽•菏泽经济,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8?shandd
菏泽•菏泽影视,http://live.hznet.tv:1935/live/live3/500K/tzwj_video.m3u8

菏泽•菏泽影视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000233/index.m3u8



菏泽•曹县综合,https://tv.cry33.com/qilu.php?id=hzcxxw
菏泽•东明综合,https://tv.cry33.com/qilu.php?id=hzdmxw
菏泽•成武综合,https://tv.cry33.com/qilu.php?id=hzcwzh
菏泽•成武综艺,https://tv.cry33.com/qilu.php?id=hzcwzy
菏泽•巨野新闻,https://tv.cry33.com/qilu.php?id=hzjyxw
菏泽•鄄城综合,https://tv.cry33.com/qilu.php?id=hzjczh
菏泽•郓城新闻,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001041/index.m3u8
菏泽•巨野新闻,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001046/index.m3u8
菏泽•定陶TV-1,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001063/index.m3u8
菏泽•东明综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001065/index.m3u8
菏泽•单县综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001079/index.m3u8
菏泽•鄄城综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001084/index.m3u8



济南•济南综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000312/index.m3u8
济南•济南综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000061/index.m3u8
济南•济南都市,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000062/index.m3u8
济南•济南生活,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000063/index.m3u8
济南•济南文旅,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000064/index.m3u8
济南•济南娱乐,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000065/index.m3u8
济南•济南少儿,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000067/index.m3u8
济南•济南教育,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000069/index.m3u8
济南•济南鲁中,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000244/index.m3u8
济南•济南综合,http://124.128.73.58:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
济南•济南都市,http://124.128.73.58:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
济南•济南文旅,http://124.128.73.58:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
济南•商河综合,https://tv.cry33.com/qilu.php?id=jnshzh
济南•商河影视,https://tv.cry33.com/qilu.php?id=jnshys
济南•长清综合,https://tv.cry33.com/qilu.php?id=jncqxw
济南•长清生活,https://tv.cry33.com/qilu.php?id=jncqsh
济南•章丘综合,https://tv.cry33.com/qilu.php?id=jnzq1
济南•章丘TV-2,https://tv.cry33.com/qilu.php?id=jnzq2
济南•商河综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001008/index.m3u8
济南•长清综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001018/index.m3u8
济南•济阳综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001030/index.m3u8
济南•平阴综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001050/index.m3u8
济南•章丘综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001073/index.m3u8
济南•历城综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001105/index.m3u8




泰安•泰安综合,http://39.137.76.32:8089/00/SNM/CHANNEL00000269/index.m3u8
泰安•泰安公共,http://39.137.76.32:8089/00/SNM/CHANNEL00000270/index.m3u8
泰安•泰山TV,https://tv.cry33.com/qilu.php?id=tats
泰安•岱岳TV,https://tv.cry33.com/qilu.php?id=tady
泰安•泰安综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000269/index.m3u8
泰安•泰安公共,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000270/index.m3u8
泰安•肥城综合,https://tv.cry33.com/qilu.php?id=tafczh
泰安•肥城生活,https://tv.cry33.com/qilu.php?id=tafcsh
泰安•新泰乡村,https://tv.cry33.com/qilu.php?id=taxtxc
泰安•宁阳综合,https://tv.cry33.com/qilu.php?id=tany1
泰安•宁阳2,https://tv.cry33.com/qilu.php?id=tany2
泰安•东平综合,https://tv.cry33.com/qilu.php?id=tadpxw
泰安•东平民生,https://tv.cry33.com/qilu.php?id=tadpms
泰安•东平综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001001/index.m3u8
泰安•新泰新闻,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001029/index.m3u8
泰安•肥城综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001039/index.m3u8
泰安•新泰乡村,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001066/index.m3u8
泰安•宁阳综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001071/index.m3u8




青岛•QTV-1,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000500/index.m3u8
青岛•QTV-2,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000501/index.m3u8
青岛•QTV-3,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000502/index.m3u8
青岛•QTV-4,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000503/index.m3u8
青岛•QTV-5,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000504/index.m3u8
青岛•QTV-6,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000505/index.m3u8


青岛•QTV-1,http://123.235.8.37:9901/tsfile/live/1011_1.m3u8
青岛•QTV-2,http://123.235.8.37:9901/tsfile/live/1012_1.m3u8
青岛•QTV-3,http://123.235.8.37:9901/tsfile/live/1013_1.m3u8
青岛•QTV-4,http://123.235.8.37:9901/tsfile/live/1014_1.m3u8
青岛•QTV-5,http://123.235.8.37:9901/tsfile/live/1015_1.m3u8
青岛•QTV-6,http://123.235.8.37:9901/tsfile/live/1016_1.m3u8

青岛•崂山,https://tv.cry33.com/qilu.php?id=qdls
青岛•李沧,https://tv.cry33.com/qilu.php?id=qdlc
青岛•即墨综合,https://tv.cry33.com/qilu.php?id=qdjmxw
青岛•即墨生活,https://tv.cry33.com/qilu.php?id=qdjmsh
青岛•黄岛生活,https://tv.cry33.com/qilu.php?id=qdhdsh
青岛•莱西综合,https://tv.cry33.com/qilu.php?id=qdlxzh
青岛•莱西生活,https://tv.cry33.com/qilu.php?id=qdlxsh
青岛•胶州综合,https://tv.cry33.com/qilu.php?id=qdjzxw
青岛•胶州生活,https://tv.cry33.com/qilu.php?id=qdjzsh
青岛•平度综合,https://tv.cry33.com/qilu.php?id=qdpdxw
青岛•平度生活,https://tv.cry33.com/qilu.php?id=qdpdsh
青岛•平度综合,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001054/index.m3u8
青岛•莱西综合,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001067/index.m3u8
青岛•胶州综合,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001074/index.m3u8
青岛•即墨综合,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001080/index.m3u8
青岛•西海岸新闻,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001086/index.m3u8
青岛•西海岸生活,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001087/index.m3u8




临沂•临沂综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000120/index.m3u8
临沂•临沂农科,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000121/index.m3u8
临沂•临沂公共,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000256/index.m3u8
临沂•郯城TV-1,https://tv.cry33.com/qilu.php?id=lytc1
临沂•郯城TV-2,https://tv.cry33.com/qilu.php?id=lytc2
临沂•莒南综合,https://tv.cry33.com/qilu.php?id=lyjnzh
临沂•莒南影视,https://tv.cry33.com/qilu.php?id=lyjnys
临沂•沂水综合,https://tv.cry33.com/qilu.php?id=lyys1
临沂•沂水生活,https://tv.cry33.com/qilu.php?id=lyys2
临沂•罗庄综合,https://tv.cry33.com/qilu.php?id=lylzzh
临沂•沂南综合,https://tv.cry33.com/qilu.php?id=lyynzh
临沂•费县综合,https://tv.cry33.com/qilu.php?id=lyfxzh
临沂•莒南综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001011/index.m3u8
临沂•蒙阴综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001031/index.m3u8
临沂•兰陵综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001032/index.m3u8
临沂•临沭综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001094/index.m3u8
临沂•兰陵公共,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001095/index.m3u8
临沂•沂南综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001096/index.m3u8
临沂•沂南旅游,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001097/index.m3u8
临沂•沂水综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001098/index.m3u8
临沂•沂水生活,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001099/index.m3u8












德州•德州综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000206/index.m3u8
德州•德州公共,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000207/index.m3u8
德州•德州综合,https://tv.cry33.com/qilu.php?id=dzxwzh
德州•庆云综合,https://tv.cry33.com/qilu.php?id=dzqyxw
德州•庆云生活,https://tv.cry33.com/qilu.php?id=dzqysh
德州•平原综合,https://tv.cry33.com/qilu.php?id=dzpyxw
德州•武城综合,https://tv.cry33.com/qilu.php?id=dzwcxw
德州•武城影视,https://tv.cry33.com/qilu.php?id=dzwczy
德州•临邑综合,https://tv.cry33.com/qilu.php?id=dzly1
德州•临邑2,https://tv.cry33.com/qilu.php?id=dzly2
德州•宁津综合,https://tv.cry33.com/qilu.php?id=dznjxw
德州•夏津综合,https://tv.cry33.com/qilu.php?id=dzxjzh
德州•夏津公共,https://tv.cry33.com/qilu.php?id=dzxjgg
德州•禹城综合,https://tv.cry33.com/qilu.php?id=dzyczh
德州•禹城综艺,https://tv.cry33.com/qilu.php?id=dzyczy
德州•乐陵综合,https://tv.cry33.com/qilu.php?id=dzllxw
德州•乐陵生活,https://tv.cry33.com/qilu.php?id=dzllcs
德州•齐河新闻,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001056/index.m3u8
德州•武城综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001059/index.m3u8
德州•武城综艺,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001060/index.m3u8
德州•禹城综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001061/index.m3u8
德州•禹城综艺,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001062/index.m3u8
德州•平原新闻,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001064/index.m3u8
德州•夏津综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001069/index.m3u8
德州•夏津公共,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001070/index.m3u8
德州•陵城新闻,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001082/index.m3u8
德州•临邑综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001104/index.m3u8





潍坊•潍坊新闻,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000215/index.m3u8
潍坊•潍坊经济,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000216/index.m3u8
潍坊•潍坊综艺,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000217/index.m3u8
潍坊•潍坊科教,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000218/index.m3u8
潍坊•潍坊生活,https://tv.cry33.com/qilu.php?id=wfsh
潍坊•潍坊影视,https://tv.cry33.com/qilu.php?id=wfyswy
潍坊•潍坊高新,https://tv.cry33.com/qilu.php?id=wfgxq
潍坊•昌乐综合,https://tv.cry33.com/qilu.php?id=wfclxw
潍坊•诸城综合,https://tv.cry33.com/qilu.php?id=wfzcxw
潍坊•诸城生活,https://tv.cry33.com/qilu.php?id=wfzcsh
潍坊•青州综合,https://tv.cry33.com/qilu.php?id=wfqzzh
潍坊•青州文旅,https://tv.cry33.com/qilu.php?id=wfqzwh
潍坊•安丘综合,https://tv.cry33.com/qilu.php?id=wfaqxw
潍坊•安丘民生,https://tv.cry33.com/qilu.php?id=wfaqms
潍坊•临朐综合,https://tv.cry33.com/qilu.php?id=wflqxw
潍坊•寿光新闻,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001000/index.m3u8
潍坊•寿光蔬菜,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001045/index.m3u8
潍坊•诸城综合,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001004/index.m3u8
潍坊•安丘综合,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001015/index.m3u8
潍坊•奎文综合,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001027/index.m3u8
潍坊•昌乐综合,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001033/index.m3u8
潍坊•青州综合,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001042/index.m3u8
潍坊•青州文旅,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001057/index.m3u8
潍坊•昌邑综合,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001083/index.m3u8
潍坊•临朐综合,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001085/index.m3u8
潍坊•高密新闻,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001089/index.m3u8








烟台•烟台新闻,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000280/index.m3u8
烟台•烟台公共,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000281/index.m3u8
烟台•烟台经济,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000282/index.m3u8
烟台•烟台影视,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000283/index.m3u8
烟台•莱阳综合,https://tv.cry33.com/qilu.php?id=ytlyxw
烟台•莱阳民生综艺,https://tv.cry33.com/qilu.php?id=ytlyms
烟台•莱山综合,https://tv.cry33.com/qilu.php?id=ytlszh
烟台•莱山影视,https://tv.cry33.com/qilu.php?id=ytlsys
烟台•海阳综合,https://tv.cry33.com/qilu.php?id=ythyzh
烟台•龙口综合,https://tv.cry33.com/qilu.php?id=ytlkzh
烟台•龙口生活,https://tv.cry33.com/qilu.php?id=ytlksh
烟台•蓬莱综合,https://tv.cry33.com/qilu.php?id=ytplzh
烟台•栖霞综合,https://tv.cry33.com/qilu.php?id=ytqxzh
烟台•栖霞苹果,https://tv.cry33.com/qilu.php?id=ytqxpg
烟台•长岛,https://tv.cry33.com/qilu.php?id=ytcd
烟台•福山综合,https://tv.cry33.com/qilu.php?id=ytfszh
烟台•莱州综合,https://tv.cry33.com/qilu.php?id=ytlzzh
烟台•栖霞综合,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001055/index.m3u8
烟台•牟平综合,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001076/index.m3u8
烟台•牟平生活,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001077/index.m3u8
烟台•蓬莱综合,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001088/index.m3u8
烟台•长岛新闻,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001090/index.m3u8
烟台•海阳综合,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001091/index.m3u8
烟台•海阳综艺,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001092/index.m3u8





济宁•济宁综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000238/index.m3u8
济宁•济宁教育,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000239/index.m3u8
济宁•曲阜综合,https://tv.cry33.com/qilu.php?id=jiqfxw
济宁•微山综合,https://tv.cry33.com/qilu.php?id=jiws1
济宁•微山2,https://tv.cry33.com/qilu.php?id=jiws2
济宁•鱼台新闻,https://tv.cry33.com/qilu.php?id=jiytxw
济宁•鱼台生活,https://tv.cry33.com/qilu.php?id=jiytsh
济宁•任城综合,https://tv.cry33.com/qilu.php?id=jircxw
济宁•任城影视,https://tv.cry33.com/qilu.php?id=jircys
济宁•梁山综合,https://tv.cry33.com/qilu.php?id=jilszh
济宁•泗水综合,https://tv.cry33.com/qilu.php?id=jissxw
济宁•泗水生活,https://tv.cry33.com/qilu.php?id=jisswh
济宁•金乡综合,https://tv.cry33.com/qilu.php?id=jijxxw
济宁•金乡生活,https://tv.cry33.com/qilu.php?id=jijxsh
济宁•邹城综合,https://tv.cry33.com/qilu.php?id=jizcxw
济宁•邹城生活,https://tv.cry33.com/qilu.php?id=jizcwh
济宁•兖州新闻,https://tv.cry33.com/qilu.php?id=jiyzxw
济宁•兖州生活,https://tv.cry33.com/qilu.php?id=jiyzsh
济宁•嘉祥新闻,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001016/index.m3u8
济宁•金乡新闻,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001034/index.m3u8
济宁•邹城综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001038/index.m3u8
济宁•兖州新闻,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001051/index.m3u8
济宁•曲阜新闻,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001052/index.m3u8
济宁•梁山综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001075/index.m3u8
济宁•微山综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001078/index.m3u8
济宁•泗水综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001081/index.m3u8
济宁•济宁高新,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001101/index.m3u8




聊城•聊城综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000250/index.m3u8
聊城•聊城公共,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000251/index.m3u8
聊城•茌平综合,https://tv.cry33.com/qilu.php?id=lccpzh
聊城•茌平生活,https://tv.cry33.com/qilu.php?id=lccpsh
聊城•高唐综合,https://tv.cry33.com/qilu.php?id=lcgtzh
聊城•临清综合,https://tv.cry33.com/qilu.php?id=lclqzh
聊城•临清经济,https://tv.cry33.com/qilu.php?id=lclqjj
聊城•冠县综合,https://tv.cry33.com/qilu.php?id=lcgxzh
聊城•阳谷综合,https://tv.cry33.com/qilu.php?id=lcygxw
聊城•阳谷影视,https://tv.cry33.com/qilu.php?id=lcygys
聊城•莘县综合,https://tv.cry33.com/qilu.php?id=lcsx1
聊城•莘县2,https://tv.cry33.com/qilu.php?id=lcsx2
聊城•东昌综合,https://tv.cry33.com/qilu.php?id=lcdczh
聊城•冠县综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001040/index.m3u8
聊城•莘县综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001047/index.m3u8
聊城•茌平综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001048/index.m3u8
聊城•东阿综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001093/index.m3u8
聊城•临清综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001103/index.m3u8









日照•日照新闻,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000262/index.m3u8
日照•日照科教,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000263/index.m3u8
日照•莒县综合,https://tv.cry33.com/qilu.php?id=rzjx1
日照•莒县2,https://tv.cry33.com/qilu.php?id=rzjx2
日照•莒县综合,https://tv.cry33.com/qilu.php?id=rzjxxw
日照•岚山,https://tv.cry33.com/qilu.php?id=rzls
日照•五莲综合,https://tv.cry33.com/qilu.php?id=rzwlxw
