❤央视频道,#genre#
CCTV10,http://hms424nc1972679599.live.aikan.miguvideo.com/wh7f454c46tw2383135402_1265174830/wd_r2/ocn/cctv10hd/3000/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=182.149.232.3&timestamp=20230115085013&ContentId=265667631&timezone=UTC&mtv_session=451a79654bec6f8926b5017302146772&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=e74690616e29be77ff1a1992b303b861
CCTV11,https://live.goodiptv.club/api/bestv.php?id=cctv11hd8m/8000000
CCTV11,http://59.47.226.94:8880/sql/2602/hls.m3u8
CCTV12,http://hms204nc1972679577.live.aikan.miguvideo.com/wh7f454c46tw1174495643_-1245391177/migu/kailu/20200324/cctv12hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=59.49.185.88&timestamp=20230311020243&ContentId=265667607&timezone=UTC&mtv_session=7581c6271c0379b8ca8b268ff7804765&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=3906a8574a42ff13aba3e255be4cd8e3
CCTV13,http://hms184nc1972679575.live.aikan.miguvideo.com/wh7f454c46tw946205927_-649996709/envivo_x/2018/SD/cctv13/2000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.45.97.120&timestamp=20230208132705&ContentId=265667474&timezone=UTC&mtv_session=36bf599c0c4bc785fd46aaf0ba40ffe7&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=91a8a1c4652526079a5b0e294d5bc18d
CCTV14,http://hms344nc1972679590.live.aikan.miguvideo.com/wh7f454c46tw1297666621_-728046298/wd_r2/ocn/cctv14hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=59.49.185.88&timestamp=20230311020446&ContentId=265667325&timezone=UTC&mtv_session=ad6cfd6b6dabe31801ca54a4c87f1bac&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=2757ab80a8dee98edfcfd1ee767a17b8
CCTV15,http://hms504nc1972679606.live.aikan.miguvideo.com/wh7f454c46tw1387986390_1468621622/migu/kailu/20200324/cctv15hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=59.49.185.88&timestamp=20230311020617&ContentId=265667535&timezone=UTC&mtv_session=e1254803553b7cace3a119612bf266d8&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=7ba98a3a39d853487109bebe5ed31c43
CCTV16,https://live.goodiptv.club/api/bestv.php?id=cctv16hd8m/8000000CCTV16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?
CCTV17,http://hms224nc1972679578.live.aikan.miguvideo.com/wh7f454c46tw1594433061_461954091/migu/kailu/20200324/cctv17hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.45.97.120&timestamp=20230208133753&ContentId=265667526&timezone=UTC&mtv_session=2ab00b83c917e8ba1b1bb082711b8b77&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=4c04c5308e4761e3cc4b36134b05b864
CCTV1,http://cyz32.livehbindex.hbcatv.cn/live/50000020935c4d59965a1cbf159c9be9.m3u8?bitrate=2300&pt=5
CCTV2,http://cyz32.livehbindex.hbcatv.cn/live/50000020d7ae404dbd55b5d0ba6fe735.m3u8?bitrate=2300&pt=5
CCTV3,http://cyz32.livehbindex.hbcatv.cn/live/50000020425540c3b4e7c41ca3eabb76.m3u8?bitrate=2300&pt=5
CCTV4,http://cyz32.livehbindex.hbcatv.cn/live/5b0dff5235e94ba8bff8731427145289.m3u8?bitrate=2300&pt=5
CCTV5,http://cyz32.livehbindex.hbcatv.cn/live/500000206cd748d58f41b13aa2754139.m3u8?bitrate=2300&pt=5
CCTV5+,http://cyz32.livehbindex.hbcatv.cn/live/50000020484943edba96ac9f93f858ce.m3u8?bitrate=2300&pt=5
CCTV6,http://cyz32.livehbindex.hbcatv.cn/live/50000020da6d4c40a2ca3b1bdc786016.m3u8?bitrate=2300&pt=5
CCTV7,http://cyz32.livehbindex.hbcatv.cn/live/500000204daa45af99b5800a528fac21.m3u8?bitrate=2300&pt=5
CCTV8,http://cyz32.livehbindex.hbcatv.cn/live/500000202d8c4f56ba03e623caa09f1b.m3u8?bitrate=2300&pt=5
CCTV9,http://cyz32.livehbindex.hbcatv.cn/live/50000020edf54f6c92778d0ccdfcca30.m3u8?bitrate=2300&pt=5
CCTV10,http://cyz32.livehbindex.hbcatv.cn/live/a66832f3323643189c3a0e91f9fad3e3.m3u8?bitrate=2300&pt=5
CCTV11,http://cyz32.livehbindex.hbcatv.cn/live/5000002086444f0886ad7032ad8f756b.m3u8?bitrate=2300&pt=5
CCTV12,http://cyz32.livehbindex.hbcatv.cn/live/fbe7688bc539461da71ff649e4ba1d75.m3u8?bitrate=2300&pt=5
CCTV13,http://cyz32.livehbindex.hbcatv.cn/live/5000002081f5478882f00a0f9be4b01f.m3u8?bitrate=2300&pt=5
CCTV14,http://cyz32.livehbindex.hbcatv.cn/live/8a22035194884b1eb5515aac434c313c.m3u8?bitrate=2300&pt=5
CCTV15,http://cyz32.livehbindex.hbcatv.cn/live/50000020f44f4f4b8aa33925dba216df.m3u8?bitrate=2300&pt=5
CCTV17,http://cyz32.livehbindex.hbcatv.cn/live/500000208b8d41c4b436ef32428c229d.m3u8?bitrate=2300&pt=5
CCTV1,http://193.233.206.48/电视直播源分享群-212710857.php?/PLTV/&auth=231018&ip=&id=cctv1
CCTV2,http://193.233.206.48/电视直播源分享群-212710857.php?/PLTV/&auth=231018&ip=&id=cctv2
CCTV3,http://193.233.206.48/电视直播源分享群-212710857.php?/PLTV/&auth=231018&ip=&id=cctv3
CCTV4,http://193.233.206.48/电视直播源分享群-212710857.php?/PLTV/&auth=231018&ip=&id=cctv4
CCTV5,http://193.233.206.48/电视直播源分享群-212710857.php?/PLTV/&auth=231018&ip=&id=cctv5
CCTV5+,http://193.233.206.48/电视直播源分享群-212710857.php?/PLTV/&auth=231018&ip=&id=cctv5p
CCTV5+,http://193.233.206.48/电视直播源分享群-212710857.php?/PLTV/&auth=231018&ip=&id=cctv5p2
CCTV6,http://193.233.206.48/电视直播源分享群-212710857.php?/PLTV/&auth=231018&ip=&id=cctv6
CCTV7,http://193.233.206.48/电视直播源分享群-212710857.php?/PLTV/&auth=231018&ip=&id=cctv7
CCTV8,http://193.233.206.48/电视直播源分享群-212710857.php?/PLTV/&auth=231018&ip=&id=cctv8
CCTV9,http://193.233.206.48/电视直播源分享群-212710857.php?/PLTV/&auth=231018&ip=&id=cctv9
CCTV10,http://193.233.206.48/电视直播源分享群-212710857.php?/PLTV/&auth=231018&ip=&id=cctv10
CCTV11,http://193.233.206.48/电视直播源分享群-212710857.php?/PLTV/&auth=231018&ip=&id=cctv11
CCTV12,http://193.233.206.48/电视直播源分享群-212710857.php?/PLTV/&auth=231018&ip=&id=cctv12
CCTV13,http://193.233.206.48/电视直播源分享群-212710857.php?/PLTV/&auth=231018&ip=&id=cctv13
CCTV14,http://193.233.206.48/电视直播源分享群-212710857.php?/PLTV/&auth=231018&ip=&id=cctv14
CCTV15,http://193.233.206.48/电视直播源分享群-212710857.php?/PLTV/&auth=231018&ip=&id=cctv15
CCTV16,http://193.233.206.48/电视直播源分享群-212710857.php?/PLTV/&auth=231018&ip=&id=cctv16
CCTV16,http://193.233.206.48/电视直播源分享群-212710857.php?/PLTV/&auth=231018&ip=&id=cctv164k
CCTV17,http://193.233.206.48/电视直播源分享群-212710857.php?/PLTV/&auth=231018&ip=&id=cctv17
CCTV4K,http://193.233.206.48/电视直播源分享群-212710857.php?/PLTV/&auth=231018&ip=&id=cctv4k
CGTN,http://193.233.206.48/电视直播源分享群-212710857.php?/PLTV/&auth=231018&ip=&id=cgtn
中国教育1台,http://193.233.206.48/电视直播源分享群-212710857.php?/PLTV/&auth=231018&ip=&id=zgjy1
中国教育2台,http://193.233.206.48/电视直播源分享群-212710857.php?/PLTV/&auth=231018&ip=&id=zgjy2
中国教育4台,http://193.233.206.48/电视直播源分享群-212710857.php?/PLTV/&auth=231018&ip=&id=zgjy4
CCTV1综合,https://live.goodiptv.club/api/cqyx.php?id=cctv1HD
CCTV1综合,https://live.goodiptv.club/api/bestv.php?id=cctv1hd8m/8000000
CCTV1综合,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225804/1.m3u8
CCTV1综合,https://live.goodiptv.club/aishang/cctv1hd
CCTV1综合,https://live.goodiptv.club/api/yqgd.php?id=cctv1hd
CCTV1综合,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225804/1.m3u8
CCTV1综合,https://live.goodiptv.club/api/ghyx.php?id=CCTV1HD_6000

CCTV2财经,https://live.goodiptv.club/api/cqyx.php?id=cctv2HD
CCTV2财经,https://live.goodiptv.club/api/bestv.php?id=cctv2hd8m/8000000
CCTV2财经,https://live.goodiptv.club/aishang/cctv2hd
CCTV2财经,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8
CCTV2财经,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226224/1.m3u8
CCTV3综艺,https://live.goodiptv.club/api/cqyx.php?id=cctv3HD
CCTV3综艺,https://live.goodiptv.club/api/bestv.php?id=cctv38m/8000000
CCTV3综艺,https://live.goodiptv.club/aishang/cctv3hd
CCTV3综艺,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
CCTV4中文国际,https://live.goodiptv.club/api/cqyx.php?id=cctv4HD
CCTV4中文国际,https://live.goodiptv.club/api/bestv.php?id=cctv4hd8m/8000000
CCTV4中文国际,https://live.goodiptv.club/aishang/cctv4hd
CCTV4中文国际,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV5体育,https://live.goodiptv.club/api/cqyx.php?id=cctv5HD
CCTV5体育,https://live.goodiptv.club/api/bestv.php?id=cctv58m/8000000
CCTV5体育,https://live.goodiptv.club/aishang/cctv5hd
CCTV5体育,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV5体育,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV5+体育赛事,https://live.goodiptv.club/api/cqyx.php?id=cctv5SportHD
CCTV5+体育赛事,https://live.goodiptv.club/api/bestv.php?id=cctv5phd8m/8000000
CCTV5+体育赛事,https://live.goodiptv.club/aishang/cctv5p
CCTV5+体育赛事,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV5+体育赛事,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV6电影,https://live.goodiptv.club/api/cqyx.php?id=cctv6HD
CCTV6电影,https://live.goodiptv.club/api/bestv.php?id=cctv6hd8m/8000000
CCTV6电影,https://live.goodiptv.club/aishang/cctv6hd
CCTV6电影,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
CCTV7国防军事,https://live.goodiptv.club/api/cqyx.php?id=cctv7HD
CCTV7国防军事,https://live.goodiptv.club/api/bestv.php?id=cctv7hd8m/8000000
CCTV7国防军事,https://live.goodiptv.club/aishang/cctv7hd
CCTV7国防军事,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
CCTV8电视剧,https://live.goodiptv.club/api/cqyx.php?id=cctv8HD
CCTV8电视剧,https://live.goodiptv.club/api/bestv.php?id=cctv8hd8m/8000000
CCTV8电视剧,https://live.goodiptv.club/aishang/cctv8hd
CCTV8电视剧,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
CCTV8电视剧,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV8电视剧,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
CCTV8电视剧,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV9纪录,https://live.goodiptv.club/api/cqyx.php?id=cctv9HD
CCTV9纪录,https://live.goodiptv.club/api/bestv.php?id=cctv9hd8m/8000000
CCTV9纪录,https://live.goodiptv.club/aishang/cctv9hd2
CCTV9纪录,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV9纪录,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV10科教,https://live.goodiptv.club/api/cqyx.php?id=cctv10HD
CCTV10科教,https://live.goodiptv.club/api/bestv.php?id=cctv10hd8m/8000000
CCTV10科教,https://live.goodiptv.club/aishang/cctv10hd
CCTV10科教,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8
CCTV11戏曲,https://live.goodiptv.club/api/cqyx.php?id=cctv11HD
CCTV11戏曲,https://live.goodiptv.club/api/bestv.php?id=cctv11hd8m/8000000
CCTV11戏曲,https://live.goodiptv.club/aishang/cctv11hd
CCTV12社会与法,https://live.goodiptv.club/api/cqyx.php?id=cctv12HD
CCTV12社会与法,https://live.goodiptv.club/api/bestv.php?id=cctv12hd8m/8000000
CCTV12社会与法,https://live.goodiptv.club/aishang/cctv12hd
CCTV13新闻,https://live.goodiptv.club/api/cqyx.php?id=CCTVNewsHD
CCTV13新闻,https://live.goodiptv.club/api/bestv.php?id=cctv13xwhd8m/8000000
CCTV13新闻,https://live.goodiptv.club/aishang/cctv13hd
CCTV13新闻,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV13新闻,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV14少儿,https://live.goodiptv.club/api/cqyx.php?id=cctvseHD
CCTV14少儿,https://live.goodiptv.club/api/bestv.php?id=cctvsehd8m/8000000
CCTV14少儿,https://live.goodiptv.club/aishang/cctv14hd
CCTV14少儿,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226193/1.m3u8
CCTV15音乐,https://live.goodiptv.club/api/cqyx.php?id=cctv15HD
CCTV15音乐,https://live.goodiptv.club/api/bestv.php?id=cctv15hd8m/8000000
CCTV15音乐,https://live.goodiptv.club/aishang/cctv15hd
CCTV15音乐,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225785/1.m3u8

CCTV16奥林匹克,https://live.goodiptv.club/api/cqyx.php?id=cctv16HD
CCTV16奥林匹克,https://live.goodiptv.club/api/bestv.php?id=cctv16hd8m/8000000
CCTV16奥林匹克,https://live.goodiptv.club/aishang/cctv16hd
CCTV16奥林匹克,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8
CCTV16奥林匹克,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8
CCTV17农业农村,https://live.goodiptv.club/api/cqyx.php?id=cctv17HD
CCTV17农业农村,https://live.goodiptv.club/api/bestv.php?id=cctv17hd8m/8000000
CCTV17农业农村,https://live.goodiptv.club/aishang/cctv17hd
央视怀旧剧场,https://live.goodiptv.club/api/cqyx.php?id=hjjcHD
央视风云音乐,https://live.goodiptv.club/api/cqyx.php?id=fyyyHD
央视老故事,https://live.goodiptv.club/api/cqyx.php?id=gushi
央视女性时尚,https://live.goodiptv.club/api/cqyx.php?id=nvxing
发现之旅,https://live.goodiptv.club/api/cqyx.php?id=faxian
环球奇观,https://live.goodiptv.club/api/cqyx.php?id=car
中华特产,https://live.goodiptv.club/api/cqyx.php?id=techan
国学频道,https://live.goodiptv.club/api/cqyx.php?id=guoxue
兵器科技,https://live.goodiptv.club/api/cqyx.php?id=bqkjHD
求索纪录,https://live.goodiptv.club/api/cqyx.php?id=qsjlHD
CETV1教育,https://live.goodiptv.club/api/cqyx.php?id=cetv-1SD
CETV4教育,https://live.goodiptv.club/api/cqyx.php?id=cetv-4SD
CCTV4-4K,https://live.goodiptv.club/api/bestv.php?id=cctv4k/15000000
CCTV4-4K,http://159.75.85.63:5679/cctv4k.php
欢笑剧场4K,https://live.goodiptv.club/api/bestv.php?id=hxjc4k/15000000
欢笑剧场4K,http://113.207.84.197:8090/__cl/cg:live/__c/hxjc_4K/__op/default/__f/index.m3u8
CCTV16奥林匹克4K,https://live.goodiptv.club/api/bestv.php?id=cctv16hd4k/15000000
CCTV16奥林匹克4K,https://live.goodiptv.club/aishang/cctv164k
爱上4K,http://111.20.40.170/PLTV/88888893/224/3221226352/index.m3u8
音乐台长,https://www.goodiptv.club/douyu/9629943


❤卫视频道,#genre#
浙江卫视,https://live.goodiptv.club/api/cqyx.php?id=zhejiangHD
浙江卫视,https://live.goodiptv.club/api/bestv.php?id=zjwshd8m/8000000
浙江卫视,https://live.goodiptv.club/aishang/zjwshd
江苏卫视,https://live.goodiptv.club/api/cqyx.php?id=jiangsuHD
江苏卫视,https://live.goodiptv.club/api/bestv.php?id=jswshd8m/8000000
江苏卫视,https://live.goodiptv.club/aishang/jswshd
湖南卫视,https://live.goodiptv.club/api/cqyx.php?id=hunanHD
湖南卫视,https://live.goodiptv.club/api/bestv.php?id=hunanwshd8m/8000000
湖南卫视,https://live.goodiptv.club/aishang/hunwshd
北京卫视,https://live.goodiptv.club/api/cqyx.php?id=beijingHD
北京卫视,https://live.goodiptv.club/api/bestv.php?id=bjwshd8m/8000000
北京卫视,https://live.goodiptv.club/aishang/bjwshd
东方卫视,https://live.goodiptv.club/api/cqyx.php?id=shanghaiHD
东方卫视,https://live.goodiptv.club/api/bestv.php?id=dfwshd8m/8000000
东方卫视,https://live.goodiptv.club/aishang/dfwshd
广东卫视,https://live.goodiptv.club/api/cqyx.php?id=guangdongHD
广东卫视,https://live.goodiptv.club/api/bestv.php?id=gdwshd8m/8000000
广东卫视,https://live.goodiptv.club/aishang/gdwshd
广西卫视,https://live.goodiptv.club/api/cqyx.php?id=guangxiHD
广西卫视,https://live.goodiptv.club/api/bestv.php?id=gxwshd8m/8000000
广西卫视,https://live.goodiptv.club/aishang/gxws
四川卫视,https://live.goodiptv.club/api/cqyx.php?id=sichuanHD
四川卫视,https://live.goodiptv.club/api/bestv.php?id=scwshd/8000000
四川卫视,https://live.goodiptv.club/aishang/scws
天津卫视,https://live.goodiptv.club/api/cqyx.php?id=tianjinHD
天津卫视,https://live.goodiptv.club/api/bestv.php?id=tjwshd8m/8000000
天津卫视,https://live.goodiptv.club/aishang/tjwshd
辽宁卫视,https://live.goodiptv.club/api/cqyx.php?id=liaoningHD
辽宁卫视,https://live.goodiptv.club/api/bestv.php?id=lnwshd8m/8000000
安徽卫视,https://live.goodiptv.club/api/cqyx.php?id=anhuiSD
安徽卫视,https://live.goodiptv.club/api/bestv.php?id=ahwshd8m/8000000
安徽卫视,https://live.goodiptv.club/aishang/ahwshd
黑龙江卫视,https://live.goodiptv.club/api/cqyx.php?id=heilongjiangHD
黑龙江卫视,https://live.goodiptv.club/api/bestv.php?id=hljwshd8m/8000000
黑龙江卫视,https://live.goodiptv.club/aishang/hljwshd
深圳卫视,https://live.goodiptv.club/api/cqyx.php?id=shenzhenHD
深圳卫视,https://live.goodiptv.club/api/bestv.php?id=szwshd8m/8000000
深圳卫视,https://live.goodiptv.club/aishang/szwshd
湖北卫视,https://live.goodiptv.club/api/cqyx.php?id=hubeiSD
湖北卫视,https://live.goodiptv.club/api/bestv.php?id=hubeiws8m/8000000
湖北卫视,https://live.goodiptv.club/aishang/hubwshd
吉林卫视,https://live.goodiptv.club/api/cqyx.php?id=jilinHD
吉林卫视,https://live.goodiptv.club/api/bestv.php?id=jlwshd8m/8000000
吉林卫视,https://live.goodiptv.club/aishang/jlws
山东卫视,https://live.goodiptv.club/api/bestv.php?id=sdws8m/8000000
山东卫视,https://live.goodiptv.club/aishang/sdwshd
山西卫视,https://live.goodiptv.club/api/cqyx.php?id=shanxiSD
江西卫视,https://live.goodiptv.club/api/cqyx.php?id=jiangxiHD
江西卫视,https://live.goodiptv.club/api/bestv.php?id=jxws8m/8000000
江西卫视,https://live.goodiptv.club/aishang/jxws
河南卫视,https://live.goodiptv.club/api/cqyx.php?id=henanHD
河南卫视,https://live.goodiptv.club/api/bestv.php?id=hnwshd8m/8000000
河南卫视,https://live.goodiptv.club/aishang/hnws
河北卫视,https://live.goodiptv.club/api/cqyx.php?id=hebeiSD
河北卫视,https://live.goodiptv.club/api/bestv.php?id=hbwshd8m/8000000
河北卫视,https://live.goodiptv.club/aishang/hbwshd
甘肃卫视,https://live.goodiptv.club/api/bestv.php?id=gswshd8m/8000000
甘肃卫视,https://live.goodiptv.club/aishang/gsws
重庆卫视,https://live.goodiptv.club/api/cqyx.php?id=chongqingHD
重庆卫视,https://live.goodiptv.club/api/bestv.php?id=cqws8m/8000000
重庆卫视,https://live.goodiptv.club/aishang/cqws
东南卫视,https://live.goodiptv.club/api/cqyx.php?id=dongnanHD
东南卫视,https://live.goodiptv.club/api/bestv.php?id=dnwshd8m/8000000
东南卫视,https://live.goodiptv.club/aishang/dnwshd
云南卫视,https://live.goodiptv.club/api/cqyx.php?id=yunnanSD
云南卫视,https://live.goodiptv.club/api/bestv.php?id=ynwshd8m/8000000
云南卫视,https://live.goodiptv.club/aishang/ynws
贵州卫视,https://live.goodiptv.club/api/cqyx.php?id=guizhouHD
贵州卫视,https://live.goodiptv.club/api/bestv.php?id=gzwshd8m/8000000
贵州卫视,https://live.goodiptv.club/aishang/gzwshd
海南卫视,https://live.goodiptv.club/api/cqyx.php?id=hainanSD
海南卫视,https://live.goodiptv.club/api/bestv.php?id=hainanwshd8m/8000000
兵团卫视,https://live.goodiptv.club/api/cqyx.php?id=bingtuanSD
青海卫视,https://live.goodiptv.club/api/cqyx.php?id=qinghaiSD
青海卫视,https://live.goodiptv.club/aishang/qhws
西藏卫视,https://live.goodiptv.club/aishang/xzws
新疆卫视,https://live.goodiptv.club/api/cqyx.php?id=xinjiangSD
新疆卫视,https://live.goodiptv.club/aishang/xjws
厦门卫视,https://live.goodiptv.club/aishang/xmws
内蒙古卫视,https://live.goodiptv.club/api/cqyx.php?id=neimengkuSD
内蒙古卫视,https://live.goodiptv.club/aishang/nmws
山东教育,https://live.goodiptv.club/aishang/sdjy
宁夏卫视,https://live.goodiptv.club/api/cqyx.php?id=ningxia
三沙卫视,https://live.goodiptv.club/api/cqyx.php?id=sanshaSD
中国天气,https://live.goodiptv.club/api/cqyx.php?id=tianqiSD
西藏卫视,https://live.goodiptv.club/api/cqyx.php?id=xizangSD
北京卫视,http://222.71.90.218:8888/newlive/live/hls/18/live.m3u8
东方卫视,http://222.71.90.218:8888/newlive/live/hls/19/live.m3u8
浙江卫视,http://222.71.90.218:8888/newlive/live/hls/20/live.m3u8
